,Attrition,Business Travel,CF_age band,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Distance From Home,Education,Environment Satisfaction,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
477,No,Travel_Frequently,45 - 54,HR,Medical,644,Male,Manager,Married,No,2,50,3,Bachelor's Degree,1,3,5,2,18200,1,11,3,3,1,32,3,32,5,10,7
478,No,Travel_Rarely,25 - 34,Sales,Medical,645,Male,Sales Representative,Married,No,1,25,13,High School,2,3,1,3,2096,1,11,3,3,0,7,3,7,4,0,6
479,Yes,Travel_Frequently,Under 25,R&D,Life Sciences,647,Female,Laboratory Technician,Married,Yes,4,24,7,Bachelor's Degree,1,3,1,3,2886,1,16,3,4,1,6,3,6,3,1,2
480,Yes,Travel_Frequently,25 - 34,Sales,Life Sciences,648,Male,Sales Representative,Married,No,2,30,12,Master's Degree,2,2,1,1,2033,1,18,3,3,1,1,4,1,0,0,0
481,No,Travel_Rarely,25 - 34,R&D,Life Sciences,649,Male,Research Scientist,Married,Yes,3,34,1,Associates Degree,2,2,1,4,3622,1,13,3,4,1,6,3,6,5,1,3
482,Yes,Travel_Rarely,25 - 34,Sales,Medical,650,Male,Sales Executive,Divorced,No,2,31,13,Master's Degree,2,3,2,1,4233,2,17,3,3,0,9,1,3,1,1,2
483,No,Travel_Rarely,35 - 44,R&D,Other,652,Male,Laboratory Technician,Single,No,3,35,25,Associates Degree,1,2,2,4,3681,4,14,3,4,0,9,3,3,2,0,2
484,No,Travel_Rarely,25 - 34,Sales,Medical,653,Male,Sales Executive,Divorced,No,4,31,6,Master's Degree,1,4,2,4,5460,4,22,4,4,2,13,4,7,7,5,7
485,No,Travel_Rarely,25 - 34,R&D,Medical,655,Female,Research Scientist,Divorced,No,5,27,6,Master's Degree,1,2,1,3,2187,0,12,3,3,2,6,2,5,3,0,3
486,No,Travel_Rarely,35 - 44,Sales,Marketing,656,Male,Sales Executive,Married,Yes,3,37,2,Bachelor's Degree,4,3,2,3,9602,4,11,3,3,1,17,2,3,0,1,0
487,No,Travel_Rarely,Under 25,R&D,Life Sciences,657,Female,Research Scientist,Single,No,0,20,1,Bachelor's Degree,4,2,1,2,2836,1,13,3,4,0,1,4,1,0,0,0
488,No,Travel_Rarely,35 - 44,R&D,Life Sciences,659,Female,Healthcare Representative,Married,No,4,42,2,Master's Degree,3,3,2,4,4089,1,13,3,2,2,10,3,10,2,2,2
489,No,Travel_Rarely,35 - 44,R&D,Other,661,Male,Research Director,Divorced,Yes,3,43,6,Master's Degree,2,2,4,4,16627,4,14,3,3,1,21,2,1,0,0,0
490,No,Travel_Rarely,35 - 44,R&D,Life Sciences,662,Female,Research Scientist,Single,No,3,38,1,High School,3,3,1,1,2619,3,17,3,4,0,8,2,0,0,0,0
491,No,Travel_Frequently,35 - 44,R&D,Medical,663,Male,Laboratory Technician,Divorced,Yes,3,43,9,Doctoral Degree,4,3,2,3,5679,3,13,3,2,1,10,3,8,7,4,7
492,No,Travel_Rarely,45 - 54,R&D,Life Sciences,664,Female,Manager,Married,No,3,48,1,Master's Degree,4,2,4,1,15402,7,11,3,1,1,21,1,3,2,0,2
493,No,Travel_Rarely,35 - 44,HR,Life Sciences,665,Female,Human Resources,Single,No,1,44,1,Master's Degree,1,2,2,3,5985,4,11,3,2,0,10,4,2,2,0,2
494,No,Travel_Rarely,25 - 34,Sales,Technical Degree,666,Female,Sales Representative,Divorced,Yes,3,34,14,Bachelor's Degree,3,3,1,3,2579,1,18,3,4,2,8,3,8,2,0,6
495,Yes,Travel_Rarely,25 - 34,Sales,Marketing,667,Male,Sales Representative,Divorced,No,3,27,2,High School,3,3,1,1,3041,0,11,3,2,1,5,3,4,3,0,2
496,No,Travel_Rarely,Under 25,Sales,Technical Degree,669,Male,Sales Representative,Single,No,2,21,22,High School,3,3,1,3,3447,1,11,3,3,0,3,3,3,2,1,2
497,No,Travel_Rarely,35 - 44,R&D,Other,671,Male,Manager,Married,Yes,2,44,3,Master's Degree,4,3,5,4,19513,4,12,3,1,1,26,4,2,2,0,1
498,No,Travel_Rarely,Under 25,R&D,Medical,675,Male,Research Scientist,Married,No,3,22,6,High School,1,3,1,3,2773,0,20,4,4,0,3,3,2,2,2,2
499,No,Travel_Rarely,25 - 34,Sales,Marketing,677,Male,Sales Executive,Divorced,No,3,33,8,Master's Degree,3,3,2,3,7104,0,12,3,4,0,6,3,5,0,1,2
500,No,Travel_Rarely,25 - 34,R&D,Life Sciences,679,Female,Research Scientist,Married,Yes,2,32,9,Master's Degree,1,3,2,4,6322,1,12,3,4,1,6,2,6,4,0,5
501,No,Travel_Frequently,25 - 34,R&D,Medical,680,Female,Research Scientist,Divorced,No,2,30,3,Bachelor's Degree,3,3,1,3,2083,1,20,4,3,1,1,3,1,0,0,0
502,No,Travel_Rarely,45 - 54,Sales,Medical,682,Female,Sales Executive,Single,No,2,53,1,High School,4,3,2,1,8381,7,20,4,4,0,18,4,14,7,8,10
503,No,Travel_Rarely,25 - 34,R&D,Life Sciences,683,Male,Research Scientist,Married,No,4,34,1,Doctoral Degree,2,3,1,4,2691,1,12,3,4,1,10,2,10,9,8,8
504,Yes,Travel_Frequently,45 - 54,Sales,Life Sciences,684,Female,Sales Executive,Married,No,4,45,26,Master's Degree,1,3,2,1,4286,2,14,3,4,2,5,3,1,1,0,0
505,No,Travel_Rarely,25 - 34,R&D,Life Sciences,686,Female,Laboratory Technician,Married,Yes,2,26,6,Bachelor's Degree,3,3,1,4,2659,1,13,3,3,1,3,3,3,2,0,2
506,No,Travel_Rarely,35 - 44,R&D,Other,689,Male,Manufacturing Director,Married,No,2,37,3,Bachelor's Degree,3,3,3,3,9434,1,15,3,3,1,10,3,10,7,7,8
507,No,Travel_Rarely,25 - 34,Sales,Medical,690,Female,Sales Executive,Married,No,5,29,3,Associates Degree,2,3,2,3,5561,1,14,3,1,1,6,2,6,0,1,2
508,No,Travel_Rarely,35 - 44,R&D,Life Sciences,691,Male,Research Scientist,Single,No,3,35,6,Master's Degree,2,1,2,4,6646,1,13,3,2,0,17,3,17,11,11,8
509,No,Travel_Frequently,25 - 34,R&D,Life Sciences,692,Male,Healthcare Representative,Divorced,No,2,33,6,Bachelor's Degree,3,3,2,4,7725,3,23,4,3,1,15,1,13,11,4,7
510,No,Travel_Rarely,45 - 54,HR,Medical,698,Male,Human Resources,Married,No,1,54,19,Master's Degree,3,3,3,2,10725,2,15,3,3,1,16,4,9,7,7,1
511,No,Travel_Rarely,35 - 44,R&D,Medical,699,Male,Manufacturing Director,Divorced,Yes,2,36,9,Associates Degree,2,2,2,2,8847,2,11,3,3,1,13,3,3,2,0,2
512,No,Travel_Rarely,25 - 34,R&D,Medical,700,Male,Research Scientist,Single,No,0,27,3,Master's Degree,1,2,1,4,2045,0,13,3,4,0,5,3,4,2,1,1
513,Yes,Travel_Rarely,Under 25,R&D,Medical,701,Male,Research Scientist,Single,Yes,5,20,10,High School,4,3,1,3,1009,1,11,3,4,0,1,3,1,0,1,1
514,Yes,Travel_Frequently,25 - 34,R&D,Life Sciences,702,Male,Research Scientist,Single,Yes,3,33,3,Bachelor's Degree,1,3,1,1,3348,1,11,3,1,0,10,3,10,8,9,7
515,No,Non-Travel,35 - 44,R&D,Life Sciences,704,Male,Laboratory Technician,Married,No,3,35,3,Bachelor's Degree,3,2,1,3,1281,1,18,3,3,2,1,3,1,0,0,0
516,No,Travel_Rarely,Under 25,R&D,Medical,705,Male,Research Scientist,Married,No,3,23,4,Bachelor's Degree,1,4,1,1,2819,2,16,3,1,1,5,4,3,2,0,2
517,No,Travel_Rarely,25 - 34,Sales,Life Sciences,707,Male,Sales Executive,Married,No,4,25,8,Bachelor's Degree,4,4,2,2,4851,0,22,4,3,1,4,3,3,2,1,2
518,No,Travel_Rarely,35 - 44,Sales,Marketing,709,Female,Sales Executive,Single,No,2,38,7,Master's Degree,4,2,2,4,4028,0,20,4,1,0,8,3,7,7,0,5
519,No,Travel_Frequently,25 - 34,R&D,Life Sciences,710,Male,Research Scientist,Divorced,No,5,29,1,Master's Degree,2,1,1,4,2720,1,18,3,4,1,10,3,10,7,2,8
520,No,Travel_Rarely,45 - 54,Sales,Marketing,712,Male,Sales Executive,Married,No,3,48,2,High School,2,4,2,2,8120,3,12,3,4,0,12,3,2,2,2,2
521,No,Travel_Frequently,25 - 34,Sales,Medical,714,Female,Sales Executive,Divorced,Yes,3,27,3,High School,4,4,2,4,4647,1,20,4,2,2,6,3,6,5,0,4
522,No,Travel_Rarely,35 - 44,R&D,Life Sciences,715,Male,Research Scientist,Single,No,2,37,10,Associates Degree,4,4,1,4,4680,3,17,3,1,0,4,3,1,0,0,0
523,No,Travel_Rarely,45 - 54,R&D,Medical,716,Male,Laboratory Technician,Married,Yes,3,50,28,High School,4,4,1,3,3221,1,11,3,3,3,20,3,20,8,3,8
524,No,Travel_Rarely,25 - 34,R&D,Medical,717,Female,Healthcare Representative,Single,No,3,34,9,Bachelor's Degree,4,2,3,2,8621,1,14,3,2,0,9,4,8,7,7,7
525,Yes,Travel_Rarely,Under 25,Sales,Life Sciences,720,Female,Sales Executive,Single,No,3,24,3,Associates Degree,1,3,2,3,4577,9,14,3,1,0,4,3,2,2,2,0
526,No,Travel_Rarely,35 - 44,R&D,Technical Degree,721,Female,Healthcare Representative,Single,No,4,39,2,Master's Degree,4,2,2,3,4553,1,11,3,1,0,20,3,20,7,11,10
527,No,Travel_Rarely,25 - 34,Sales,Marketing,722,Male,Sales Executive,Single,No,2,32,10,Bachelor's Degree,4,3,2,4,5396,1,12,3,4,0,10,2,10,7,0,8
528,Yes,Travel_Frequently,45 - 54,Sales,Technical Degree,723,Male,Sales Executive,Married,Yes,4,50,8,Associates Degree,2,3,2,3,6796,3,14,3,1,1,18,3,4,3,1,3
529,No,Travel_Rarely,35 - 44,R&D,Life Sciences,724,Female,Healthcare Representative,Single,No,4,38,1,Master's Degree,2,4,2,4,7625,0,13,3,3,0,10,2,9,7,1,8
530,No,Travel_Rarely,25 - 34,R&D,Life Sciences,725,Female,Manufacturing Director,Married,No,3,27,1,Associates Degree,3,3,3,1,7412,1,11,3,4,0,9,3,9,7,0,7
531,No,Travel_Rarely,25 - 34,R&D,Life Sciences,727,Female,Research Director,Single,No,6,32,3,Associates Degree,3,3,3,4,11159,3,15,3,4,0,10,3,7,7,7,7
532,No,Travel_Rarely,45 - 54,Sales,Marketing,728,Male,Sales Executive,Single,No,2,47,14,Master's Degree,4,3,2,1,4960,2,12,3,4,0,20,3,7,7,1,7
533,No,Travel_Frequently,35 - 44,Sales,Life Sciences,729,Male,Sales Executive,Married,Yes,2,40,5,Master's Degree,4,2,3,1,10475,5,21,4,3,1,20,3,18,13,1,12
534,No,Travel_Rarely,45 - 54,R&D,Life Sciences,730,Male,Research Director,Married,No,3,53,7,Bachelor's Degree,3,4,4,3,14814,3,19,3,3,0,32,3,5,1,1,3
535,No,Travel_Rarely,35 - 44,HR,Human Resources,731,Male,Manager,Divorced,No,2,41,10,Master's Degree,2,2,5,4,19141,3,15,3,2,3,23,2,21,6,12,6
536,No,Travel_Rarely,Over 55,Sales,Marketing,732,Male,Sales Executive,Single,No,1,60,16,Master's Degree,1,3,2,1,5405,8,14,3,4,0,10,3,2,2,2,2
537,No,Travel_Frequently,25 - 34,R&D,Life Sciences,733,Male,Manufacturing Director,Divorced,No,4,27,10,Associates Degree,4,3,3,1,8793,1,21,4,3,2,9,2,9,7,1,7
538,No,Travel_Rarely,35 - 44,HR,Human Resources,734,Male,Manager,Married,No,3,41,1,Bachelor's Degree,4,2,5,3,19189,1,12,3,2,1,22,3,22,7,2,10
539,No,Travel_Rarely,45 - 54,Sales,Marketing,738,Male,Sales Representative,Married,No,2,50,8,Master's Degree,4,3,1,2,3875,7,15,3,4,1,4,3,2,2,2,2
540,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,741,Female,Research Scientist,Single,Yes,4,28,1,Associates Degree,1,1,1,2,2216,7,13,3,4,0,10,3,7,7,3,7
541,No,Non-Travel,35 - 44,R&D,Life Sciences,742,Female,Research Director,Married,No,2,36,8,Bachelor's Degree,1,4,3,1,11713,9,14,3,1,1,10,3,8,7,0,5
542,No,Travel_Rarely,35 - 44,R&D,Life Sciences,743,Female,Manufacturing Director,Single,Yes,4,38,1,Bachelor's Degree,3,3,3,3,7861,4,14,3,4,0,10,4,1,0,0,0
543,No,Non-Travel,35 - 44,R&D,Medical,744,Male,Laboratory Technician,Single,No,5,44,24,Bachelor's Degree,1,1,1,3,3708,2,14,3,3,0,9,3,5,2,1,4
544,No,Travel_Frequently,45 - 54,Sales,Medical,746,Female,Sales Executive,Divorced,Yes,2,47,3,Bachelor's Degree,4,3,4,3,13770,9,12,3,4,2,28,2,22,2,11,13
545,No,Travel_Rarely,25 - 34,Sales,Marketing,747,Male,Sales Executive,Divorced,No,2,30,27,Doctoral Degree,3,3,2,4,5304,7,23,4,4,1,10,2,8,7,7,7
546,No,Travel_Rarely,25 - 34,Sales,Life Sciences,749,Male,Sales Representative,Single,No,6,29,10,Bachelor's Degree,3,3,1,3,2642,1,11,3,3,0,1,3,1,0,0,0
547,Yes,Travel_Frequently,35 - 44,R&D,Medical,752,Male,Research Scientist,Divorced,Yes,2,42,19,Bachelor's Degree,3,4,1,3,2759,6,12,3,4,0,7,3,2,2,2,2
548,No,Travel_Frequently,35 - 44,Sales,Life Sciences,754,Male,Sales Executive,Married,No,5,43,15,Bachelor's Degree,4,2,2,4,6804,3,18,3,3,1,7,3,2,2,2,2
549,No,Travel_Rarely,25 - 34,R&D,Medical,757,Female,Healthcare Representative,Single,No,2,34,8,Associates Degree,2,3,2,3,6142,3,11,3,4,0,10,3,5,1,4,3
550,No,Travel_Rarely,Under 25,R&D,Medical,758,Male,Laboratory Technician,Married,No,2,23,9,High School,2,3,1,1,2500,1,14,3,4,1,5,4,4,3,0,2
551,No,Travel_Rarely,35 - 44,HR,Human Resources,760,Female,Human Resources,Married,No,3,39,3,Bachelor's Degree,3,4,2,2,6389,9,15,3,3,1,12,1,8,3,3,6
552,No,Travel_Rarely,Over 55,R&D,Medical,762,Male,Healthcare Representative,Married,No,1,56,9,Bachelor's Degree,3,3,4,4,11103,7,11,3,3,0,30,2,10,7,1,1
553,No,Travel_Rarely,35 - 44,R&D,Medical,763,Female,Research Scientist,Single,Yes,2,40,2,High School,4,2,1,4,2342,0,20,4,4,0,5,2,4,2,2,3
554,No,Travel_Rarely,25 - 34,R&D,Medical,764,Female,Healthcare Representative,Single,No,2,27,7,Bachelor's Degree,4,2,2,1,6811,8,19,3,1,0,9,1,7,6,0,7
555,No,Travel_Rarely,25 - 34,Sales,Marketing,766,Male,Sales Representative,Divorced,No,2,29,10,Bachelor's Degree,4,3,1,2,2297,1,14,3,4,2,2,3,2,2,2,2
556,No,Travel_Rarely,45 - 54,R&D,Life Sciences,769,Male,Laboratory Technician,Single,No,4,53,6,Bachelor's Degree,4,3,2,4,2450,2,17,3,4,0,19,3,2,2,2,2
557,No,Non-Travel,35 - 44,R&D,Life Sciences,771,Female,Healthcare Representative,Divorced,No,2,35,2,Master's Degree,4,3,2,1,5093,2,11,3,1,1,16,4,1,0,0,0
558,No,Travel_Frequently,25 - 34,R&D,Life Sciences,772,Male,Laboratory Technician,Married,No,2,32,24,Master's Degree,1,3,2,4,5309,1,15,3,4,2,10,3,10,8,4,7
559,No,Travel_Rarely,35 - 44,R&D,Medical,773,Male,Research Scientist,Married,Yes,0,38,2,Doctoral Degree,4,3,1,3,3057,6,13,3,2,1,6,1,1,0,0,1
560,No,Travel_Rarely,25 - 34,R&D,Life Sciences,775,Female,Manufacturing Director,Divorced,No,3,34,8,Doctoral Degree,2,3,2,1,5121,3,14,3,3,1,7,3,0,0,0,0
561,No,Travel_Rarely,45 - 54,Sales,Marketing,776,Male,Manager,Married,No,3,52,3,Master's Degree,3,2,4,1,16856,1,11,3,1,0,34,4,34,6,1,16
562,Yes,Travel_Rarely,25 - 34,R&D,Other,780,Male,Research Scientist,Single,Yes,2,33,1,Master's Degree,4,3,1,4,2686,1,13,3,3,0,10,2,10,9,7,8
563,No,Travel_Rarely,25 - 34,Sales,Medical,781,Female,Sales Executive,Single,No,5,25,26,High School,3,3,2,4,6180,1,23,4,2,0,6,2,6,5,1,4
564,No,Travel_Rarely,45 - 54,Sales,Technical Degree,783,Male,Sales Representative,Single,No,3,45,2,Associates Degree,2,1,2,3,6632,0,13,3,1,0,9,3,8,7,3,1
565,No,Travel_Rarely,Under 25,R&D,Medical,784,Male,Research Scientist,Single,No,3,23,10,High School,1,4,1,3,3505,1,18,3,4,0,2,3,2,2,0,2
566,Yes,Travel_Frequently,45 - 54,Sales,Life Sciences,785,Female,Sales Executive,Single,Yes,2,47,27,Associates Degree,2,4,2,3,6397,4,12,3,4,0,8,3,5,4,1,3
567,No,Travel_Rarely,25 - 34,Sales,Other,786,Male,Sales Executive,Single,No,5,34,2,Bachelor's Degree,4,3,2,4,6274,1,22,4,3,0,6,3,6,5,1,4
568,Yes,Travel_Rarely,Over 55,R&D,Medical,787,Male,Manager,Married,Yes,2,55,2,Bachelor's Degree,4,3,5,1,19859,5,13,3,4,1,24,3,5,2,1,4
569,No,Non-Travel,35 - 44,Sales,Life Sciences,789,Male,Sales Executive,Single,No,1,36,8,Master's Degree,1,2,3,1,7587,1,15,3,2,0,10,3,10,7,0,9
570,No,Non-Travel,45 - 54,R&D,Medical,791,Male,Research Scientist,Married,No,3,52,19,Master's Degree,4,3,1,4,4258,0,18,3,1,1,5,3,4,3,1,2
571,No,Travel_Frequently,25 - 34,R&D,Life Sciences,792,Female,Laboratory Technician,Divorced,No,2,26,1,Associates Degree,1,1,1,4,4364,3,14,3,1,1,5,3,2,2,2,0
572,No,Travel_Rarely,25 - 34,R&D,Medical,793,Female,Healthcare Representative,Married,No,3,29,27,Bachelor's Degree,2,3,2,3,4335,4,12,3,1,1,11,2,8,7,1,1
573,Yes,Travel_Rarely,25 - 34,Sales,Technical Degree,796,Male,Sales Executive,Single,No,2,26,8,Bachelor's Degree,4,2,2,1,5326,6,17,3,3,0,6,2,4,3,1,2
574,No,Travel_Rarely,25 - 34,R&D,Life Sciences,797,Female,Research Scientist,Single,No,2,34,1,Master's Degree,2,4,1,4,3280,2,16,3,3,0,10,3,4,2,1,3
575,No,Travel_Rarely,45 - 54,R&D,Medical,799,Female,Manufacturing Director,Divorced,Yes,4,54,19,Master's Degree,4,3,2,1,5485,9,11,3,2,2,9,3,5,3,1,4
576,No,Travel_Frequently,25 - 34,Sales,Marketing,800,Male,Sales Executive,Married,No,3,27,8,High School,3,3,2,4,4342,0,19,3,2,1,5,3,4,2,1,1
577,No,Travel_Rarely,35 - 44,R&D,Life Sciences,802,Female,Research Scientist,Divorced,Yes,3,37,10,High School,4,3,1,1,2782,0,13,3,2,2,6,2,5,3,4,3
578,No,Travel_Frequently,35 - 44,R&D,Life Sciences,803,Female,Manufacturing Director,Single,Yes,2,38,2,Master's Degree,1,4,2,1,5980,6,12,3,4,0,17,3,15,7,4,12
579,No,Travel_Rarely,25 - 34,R&D,Medical,804,Female,Research Scientist,Single,No,3,34,2,Master's Degree,3,2,1,1,4381,1,11,3,3,0,6,3,6,5,1,3
580,No,Travel_Rarely,35 - 44,Sales,Life Sciences,805,Female,Sales Representative,Married,No,1,35,8,Master's Degree,1,3,1,4,2572,1,16,3,2,1,3,2,3,2,0,2
581,No,Travel_Rarely,25 - 34,R&D,Life Sciences,806,Male,Laboratory Technician,Married,No,2,30,1,Bachelor's Degree,4,1,1,3,3833,3,21,4,3,2,7,3,2,2,0,2
582,No,Travel_Frequently,35 - 44,R&D,Medical,807,Female,Healthcare Representative,Married,No,2,40,2,Associates Degree,3,4,2,2,4244,1,24,4,4,1,8,3,8,7,3,7
583,No,Travel_Rarely,25 - 34,Sales,Life Sciences,808,Female,Sales Executive,Married,No,1,34,8,Associates Degree,3,3,2,1,6500,5,17,3,2,1,6,3,3,2,1,2
584,No,Travel_Frequently,35 - 44,R&D,Life Sciences,809,Male,Manager,Divorced,No,4,42,8,Bachelor's Degree,2,3,5,4,18430,1,13,3,2,1,24,2,24,7,14,9
585,Yes,Travel_Rarely,Under 25,R&D,Life Sciences,811,Male,Laboratory Technician,Married,Yes,2,23,6,Bachelor's Degree,3,4,1,1,1601,1,21,4,3,2,1,3,0,0,0,0
586,No,Non-Travel,Under 25,R&D,Life Sciences,812,Male,Laboratory Technician,Divorced,No,4,24,9,Bachelor's Degree,3,2,1,2,2694,1,11,3,3,3,1,3,1,0,0,0
587,No,Travel_Rarely,45 - 54,R&D,Life Sciences,813,Female,Laboratory Technician,Married,No,3,52,11,Master's Degree,4,3,2,3,3149,8,20,4,2,1,9,3,5,2,1,4
588,No,Travel_Rarely,45 - 54,R&D,Medical,815,Male,Research Director,Married,No,3,50,2,Bachelor's Degree,3,3,4,3,17639,5,16,3,4,0,30,3,4,3,0,3
589,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,816,Female,Laboratory Technician,Married,Yes,1,29,1,Associates Degree,2,2,1,1,2319,1,11,3,4,1,1,3,1,0,0,0
590,No,Travel_Rarely,25 - 34,R&D,Medical,817,Male,Research Director,Married,No,3,33,7,Bachelor's Degree,3,3,3,3,11691,0,11,3,4,0,14,4,13,9,3,7
591,Yes,Travel_Rarely,25 - 34,Sales,Marketing,819,Female,Sales Executive,Single,No,3,33,16,Bachelor's Degree,1,3,2,1,5324,5,15,3,3,0,6,3,3,2,0,2
592,No,Travel_Rarely,45 - 54,R&D,Other,820,Female,Manager,Married,Yes,3,47,2,Associates Degree,3,3,4,4,16752,1,11,3,3,1,26,2,26,14,3,0
593,No,Travel_Rarely,35 - 44,R&D,Other,823,Female,Manufacturing Director,Married,No,2,36,1,Bachelor's Degree,3,3,2,2,5228,0,15,3,1,1,10,3,9,7,0,5
594,No,Travel_Rarely,25 - 34,R&D,Life Sciences,824,Male,Research Scientist,Married,No,3,29,23,Associates Degree,3,4,1,3,2700,1,24,4,3,1,10,3,10,7,0,7
595,Yes,Travel_Rarely,Over 55,R&D,Life Sciences,825,Male,Research Director,Single,Yes,2,58,2,Master's Degree,4,3,5,2,19246,7,12,3,4,0,40,3,31,15,13,8
596,No,Travel_Rarely,35 - 44,R&D,Life Sciences,826,Female,Research Scientist,Single,No,0,35,1,Master's Degree,4,4,1,3,2506,3,13,3,3,0,7,3,2,2,2,2
597,No,Travel_Rarely,35 - 44,R&D,Life Sciences,827,Female,Manufacturing Director,Married,Yes,4,42,1,Associates Degree,4,2,2,4,6062,9,13,3,4,1,8,3,4,3,0,2
598,Yes,Travel_Rarely,25 - 34,R&D,Medical,828,Male,Research Scientist,Single,No,3,28,2,Master's Degree,3,3,1,3,4382,6,17,3,4,0,5,2,2,2,2,1
599,No,Travel_Rarely,35 - 44,HR,Human Resources,829,Male,Human Resources,Married,No,2,36,13,Bachelor's Degree,3,3,1,2,2143,4,13,3,2,1,8,3,5,2,0,4
600,No,Travel_Rarely,25 - 34,R&D,Life Sciences,830,Female,Manufacturing Director,Married,No,3,32,4,Bachelor's Degree,3,2,2,3,6162,1,12,3,3,1,14,3,14,13,6,8
601,No,Travel_Frequently,35 - 44,R&D,Medical,832,Male,Laboratory Technician,Single,No,6,40,16,Master's Degree,1,2,2,3,5094,6,14,3,4,0,10,3,1,0,0,0
602,No,Travel_Rarely,25 - 34,R&D,Medical,833,Female,Manufacturing Director,Single,Yes,4,30,2,Bachelor's Degree,3,2,2,4,6877,5,24,4,2,0,12,2,0,0,0,0
603,No,Travel_Rarely,45 - 54,R&D,Life Sciences,834,Female,Research Scientist,Single,No,3,45,2,Bachelor's Degree,2,2,1,3,2274,1,14,3,4,0,1,3,1,0,0,0
604,No,Travel_Rarely,35 - 44,R&D,Life Sciences,836,Male,Manufacturing Director,Married,No,3,42,29,Bachelor's Degree,2,3,2,2,4434,1,13,3,4,1,10,2,9,8,7,8
605,No,Travel_Frequently,35 - 44,R&D,Life Sciences,837,Male,Healthcare Representative,Divorced,No,3,38,12,Bachelor's Degree,1,2,2,1,6288,2,15,3,3,1,13,2,4,3,1,2
606,No,Travel_Frequently,25 - 34,R&D,Life Sciences,838,Female,Research Scientist,Single,No,3,34,16,Master's Degree,3,2,1,4,2553,1,16,3,3,0,6,3,5,2,1,3
607,Yes,Travel_Rarely,45 - 54,Sales,Marketing,840,Female,Sales Executive,Married,No,3,49,11,Bachelor's Degree,3,3,3,4,7654,1,18,3,1,2,9,4,9,8,7,7
608,Yes,Travel_Rarely,Over 55,Sales,Medical,842,Male,Sales Executive,Single,No,3,55,2,High School,3,3,2,4,5160,4,16,3,3,0,12,2,9,7,7,3
609,No,Travel_Rarely,35 - 44,R&D,Life Sciences,843,Male,Research Director,Married,No,3,43,14,Associates Degree,2,3,4,1,17159,6,24,4,3,1,22,3,4,1,1,0
610,No,Travel_Rarely,25 - 34,R&D,Technical Degree,844,Male,Research Director,Divorced,Yes,3,27,5,High School,3,2,3,4,12808,1,16,3,2,1,9,3,9,8,0,8
611,No,Travel_Rarely,35 - 44,R&D,Other,845,Male,Manufacturing Director,Single,No,3,35,7,Bachelor's Degree,3,3,3,3,10221,3,21,4,2,0,17,4,8,5,1,6
612,No,Travel_Rarely,25 - 34,Sales,Marketing,846,Female,Sales Executive,Married,Yes,2,28,2,Master's Degree,2,3,2,2,4779,1,20,4,1,0,8,3,8,7,7,5
613,No,Travel_Rarely,25 - 34,HR,Human Resources,847,Male,Human Resources,Married,No,1,34,3,Associates Degree,3,3,1,4,3737,0,19,3,3,1,4,1,3,2,0,2
614,Yes,Travel_Frequently,25 - 34,R&D,Medical,848,Female,Research Scientist,Married,Yes,2,26,5,Associates Degree,3,2,1,3,2366,1,14,3,1,1,8,3,8,7,1,7
615,No,Non-Travel,25 - 34,R&D,Medical,850,Male,Research Scientist,Married,No,6,27,3,Bachelor's Degree,4,3,1,4,1706,1,11,3,3,3,0,2,0,0,0,0
616,No,Travel_Rarely,45 - 54,Sales,Marketing,851,Female,Manager,Married,No,2,51,26,Master's Degree,1,3,4,3,16307,2,14,3,3,1,29,2,20,6,4,17
617,No,Travel_Rarely,35 - 44,R&D,Medical,852,Male,Healthcare Representative,Single,No,2,44,4,Bachelor's Degree,4,3,2,2,5933,9,12,3,4,0,10,2,5,2,2,3
618,No,Travel_Rarely,25 - 34,R&D,Medical,854,Male,Research Scientist,Single,No,3,25,2,High School,1,4,1,1,3424,7,13,3,3,0,6,2,4,3,0,1
619,No,Travel_Rarely,25 - 34,Sales,Medical,855,Male,Sales Executive,Divorced,No,5,33,1,Bachelor's Degree,1,4,2,1,4037,1,22,4,1,1,9,3,9,8,0,8
620,No,Travel_Rarely,35 - 44,R&D,Medical,856,Female,Research Scientist,Single,No,3,35,27,High School,3,2,1,1,2559,1,11,3,4,0,6,2,6,5,1,1
621,No,Travel_Rarely,35 - 44,Sales,Life Sciences,857,Male,Sales Executive,Married,Yes,1,36,1,Associates Degree,2,3,2,4,6201,1,14,3,4,1,18,2,18,14,4,11
622,No,Travel_Rarely,25 - 34,Sales,Life Sciences,859,Male,Sales Executive,Divorced,No,3,32,13,Master's Degree,2,3,2,4,4403,2,11,3,3,1,8,2,5,2,0,3
623,No,Travel_Frequently,25 - 34,R&D,Life Sciences,861,Male,Research Scientist,Divorced,No,3,30,5,Master's Degree,2,2,1,4,3761,9,12,3,2,1,10,2,5,4,0,3
